EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
680074,NEW YORK (MANHATTAN) (ZONE), ,02/09/2017,400,Winter Storm, , ,0,0,0,0,NY,EST-5, ,113563,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,02/09/2017,1600, , , , ,"Central Park reported 9.4 inches of snow.","Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon. The low brought blizzard conditions to Long Island and portions of the Lower Hudson Valley. Heavy snow and strong winds also occurred over the New York City Metro.  ||The blizzard brought delays and cancellations to the regions transportation systems as well as numerous accidents on roadways. The Long Island Railroad had system wide delays and at least 20 trains were cancelled. Several hundred rescues were performed by police and fire departments on Long Island. ||The storm also cancelled approximately 2,000 flights at Kennedy and La Guardia Airports.",70
680073,NORTHERN QUEENS (ZONE), ,02/09/2017,400,Winter Storm, , ,0,0,0,0,NY,EST-5, ,113563,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,02/09/2017,1730, , , , ,"LaGuardia Airport reported 10 inches of snow. Amateur radio and CoCoRaHS observes reported 10 to 12 inches of snow. Winds also gusted to 44 mph at LaGuardia airport at 5:04 pm.","Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon. The low brought blizzard conditions to Long Island and portions of the Lower Hudson Valley. Heavy snow and strong winds also occurred over the New York City Metro.  ||The blizzard brought delays and cancellations to the regions transportation systems as well as numerous accidents on roadways. The Long Island Railroad had system wide delays and at least 20 trains were cancelled. Several hundred rescues were performed by police and fire departments on Long Island. ||The storm also cancelled approximately 2,000 flights at Kennedy and La Guardia Airports.",71
680072,SOUTHERN QUEENS (ZONE), ,02/09/2017,400,Winter Storm, , ,0,0,0,0,NY,EST-5, ,113563,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,02/09/2017,1845, , , , ,"JFK Airport reported 8.3 inches of snow. Amateur radio and CoCoRaHS observers also reported 8 to 11 inches of snowfall.  Winds also gusted to 48 MPH at JFK Airport at 6:31 pm.","Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon. The low brought blizzard conditions to Long Island and portions of the Lower Hudson Valley. Heavy snow and strong winds also occurred over the New York City Metro.  ||The blizzard brought delays and cancellations to the regions transportation systems as well as numerous accidents on roadways. The Long Island Railroad had system wide delays and at least 20 trains were cancelled. Several hundred rescues were performed by police and fire departments on Long Island. ||The storm also cancelled approximately 2,000 flights at Kennedy and La Guardia Airports.",72
680070,KINGS (BROOKLYN) (ZONE), ,02/09/2017,400,Winter Storm, , ,0,0,0,0,NY,EST-5, ,113563,Z,75,OKX,0,0,Trained Spotter, , , , , , , , ,02/09/2017,1600, , , , ,"Trained spotters, CoCoRaHS observer, and the public reported 7 to 10 inches of snowfall.","Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon. The low brought blizzard conditions to Long Island and portions of the Lower Hudson Valley. Heavy snow and strong winds also occurred over the New York City Metro.  ||The blizzard brought delays and cancellations to the regions transportation systems as well as numerous accidents on roadways. The Long Island Railroad had system wide delays and at least 20 trains were cancelled. Several hundred rescues were performed by police and fire departments on Long Island. ||The storm also cancelled approximately 2,000 flights at Kennedy and La Guardia Airports.",73
676972,NORTHERN QUEENS (ZONE), ,02/13/2017,900,High Wind,53.00, ,0,0,100000,0,NY,EST-5,MG,113173,Z,176,OKX,0,0,ASOS, , , , , , , , ,02/13/2017,1300, , , , ,"At Laguardia Airport, a gust up to 61 mph was measured at 1005 am. In Flushing, a gas station awning was blown over at 173-12 Horace Harding Expressway at 930 am according to emergency managers. In Jamaica, measured sustained winds of 42 mph occurred at 1014 am at a mesonet station.","Low pressure passed to the east and rapidly deepened.",74
679986,BRONX (ZONE), ,02/13/2017,900,High Wind,35.00, ,0,0,50000,0,NY,EST-5,MS,113173,Z,73,OKX,0,0,Mesonet, , , , , , , , ,02/13/2017,1200, , , , ,"At 1020 am, a mesonet station at East Tremont public school 105 measured sustained winds of 40 mph.","Low pressure passed to the east and rapidly deepened.",75
679981,KINGS (BROOKLYN) (ZONE), ,02/13/2017,900,High Wind,39.00, ,0,0,50000,0,NY,EST-5,MS,113173,Z,75,OKX,0,0,Mesonet, , , , , , , , ,02/13/2017,1200, , , , ,"At 1125 am, a mesonet station measured sustained winds of 45 mph in Crown Heights.","Low pressure passed to the east and rapidly deepened.",76
676976,SOUTHERN QUEENS (ZONE), ,02/13/2017,1100,High Wind,54.00, ,0,0,100000,0,NY,EST-5,MG,113173,Z,178,OKX,0,0,ASOS, , , , , , , , ,02/13/2017,1400, , , , ,"A measured gust up to 62 mph was reported at JFK International Airport at 1223 pm.","Low pressure passed to the east and rapidly deepened.",77
685163,RICHMOND (STATEN IS.) (ZONE), ,03/02/2017,500,Strong Wind,49.00, ,0,0,100000,0,NY,EST-5,MG,114340,Z,74,OKX,0,0,Broadcast Media, , , , , , , , ,03/02/2017,700, , , , ,"The media reported a tree down on a car in Port Richmond at 530 am. This occurred near Trantor Place and Dixon Avenue.","Gusty northwest winds occurred behind a strong cold front.",78
685162,SOUTHERN QUEENS (ZONE), ,03/02/2017,600,Strong Wind,47.00, ,0,0,30000,0,NY,EST-5,MG,114340,Z,178,OKX,0,0,ASOS, , , , , , , , ,03/02/2017,1000, , , , ,"At JFK International Airport, a wind gust up to 54 mph was observed at 831 am.","Gusty northwest winds occurred behind a strong cold front.",79
685161,NORTHERN QUEENS (ZONE), ,03/02/2017,600,Strong Wind,47.00, ,0,0,30000,0,NY,EST-5,MG,114340,Z,176,OKX,0,0,ASOS, , , , , , , , ,03/02/2017,900, , , , ,"At LaGuardia Airport, a wind gust up to 54 mph was observed at 759 am. Near Jackson Heights, a mesonet station measured a wind gust up to 50 mph at 806 am.","Gusty northwest winds occurred behind a strong cold front.",80
687494,SOUTHERN QUEENS (ZONE), ,03/14/2017,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,114609,Z,178,OKX,0,0,Public, , , , , , , , ,03/14/2017,1830, , , , ,"The public reported 7 to 9 inches of snow and sleet. A 46 mph wind gust was observed at JFK Airport at 3:58 pm. A pair of 2 story homes under construction collapsed on Beach 7th street due to strong winds.","Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to portions of the Lower Hudson Valley. Heavy snow and sleet along with strong winds occurred across the New York City Metro. ||The storm cancelled numerous flights at JFK and LGA with some mass transit services suspended. ||A pair of 2 story homes under construction on Beach 7th street in Far Rockaway collapsed and numerous trees and wires were downed due to the strong winds.||Approximately 17,000 power outages resulted from the strong winds and heavy snow.",81
687493,NORTHERN QUEENS (ZONE), ,03/14/2017,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,114609,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,03/14/2017,1830, , , , ,"LaGuardia Airport reported 7.4 inches of snow and sleet. A 45 mph wind gust was observed at 2:52 pm at LaGuardia Airport.","Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to portions of the Lower Hudson Valley. Heavy snow and sleet along with strong winds occurred across the New York City Metro. ||The storm cancelled numerous flights at JFK and LGA with some mass transit services suspended. ||A pair of 2 story homes under construction on Beach 7th street in Far Rockaway collapsed and numerous trees and wires were downed due to the strong winds.||Approximately 17,000 power outages resulted from the strong winds and heavy snow.",82
687491,KINGS (BROOKLYN) (ZONE), ,03/14/2017,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,114609,Z,75,OKX,0,0,Public, , , , , , , , ,03/14/2017,1830, , , , ,"The public reported 6 inches of snow and sleet. Some rain also mixed in with the snow and sleet.","Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to portions of the Lower Hudson Valley. Heavy snow and sleet along with strong winds occurred across the New York City Metro. ||The storm cancelled numerous flights at JFK and LGA with some mass transit services suspended. ||A pair of 2 story homes under construction on Beach 7th street in Far Rockaway collapsed and numerous trees and wires were downed due to the strong winds.||Approximately 17,000 power outages resulted from the strong winds and heavy snow.",83
687490,BRONX (ZONE), ,03/14/2017,30,Winter Storm, , ,0,0,0,0,NY,EST-5, ,114609,Z,73,OKX,0,0,Public, , , , , , , , ,03/14/2017,1830, , , , ,"The public reported 9 inches of snow in Parkchester. The snow also mixed with sleet. A 45 mph wind gust was observed at nearby LaGuardia Airport at 2:52 pm.","Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to portions of the Lower Hudson Valley. Heavy snow and sleet along with strong winds occurred across the New York City Metro. ||The storm cancelled numerous flights at JFK and LGA with some mass transit services suspended. ||A pair of 2 story homes under construction on Beach 7th street in Far Rockaway collapsed and numerous trees and wires were downed due to the strong winds.||Approximately 17,000 power outages resulted from the strong winds and heavy snow.",84
687492,NEW YORK (MANHATTAN) (ZONE), ,03/14/2017,100,Winter Storm, , ,0,0,0,0,NY,EST-5, ,114609,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,03/14/2017,1800, , , , ,"Central Park reported 7.6 inches of snow and sleet.","Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to portions of the Lower Hudson Valley. Heavy snow and sleet along with strong winds occurred across the New York City Metro. ||The storm cancelled numerous flights at JFK and LGA with some mass transit services suspended. ||A pair of 2 story homes under construction on Beach 7th street in Far Rockaway collapsed and numerous trees and wires were downed due to the strong winds.||Approximately 17,000 power outages resulted from the strong winds and heavy snow.",85
685215,SOUTHERN QUEENS (ZONE), ,03/22/2017,800,Strong Wind,46.00, ,0,0,10000,0,NY,EST-5,MG,114349,Z,178,OKX,0,0,ASOS, , , , , , , , ,03/22/2017,1100, , , , ,"The ASOS at JFK International Airport measured a wind gust up to 53 mph at 919 am.","Gusty northwest winds occurred behind deep low pressure and strong cold front.",86
685216,KINGS (BROOKLYN) (ZONE), ,03/22/2017,900,Strong Wind,33.00, ,0,0,50000,0,NY,EST-5,MS,114349,Z,75,OKX,0,0,Mesonet, , , , , , , , ,03/22/2017,1600, , , , ,"A measured sustained wind of 38 mph was reported at 1214 pm in Bay Ridge, 329 pm near Bay Ridge. Near Flatbush, 37 mph sustained winds occurred at 214 pm. These wind speeds were measured by mesonet stations.","Gusty northwest winds occurred behind deep low pressure and strong cold front.",87
685228,RICHMOND (STATEN IS.) (ZONE), ,03/22/2017,900,Strong Wind,30.00, ,0,0,10000,0,NY,EST-5,MS,114349,Z,74,OKX,0,0,Mesonet, , , , , , , , ,03/22/2017,1200, , , , ,"A mesonet station measured sustained winds of 35 mph near Bayonne at 1040 am.","Gusty northwest winds occurred behind deep low pressure and strong cold front.",88
691841,RICHMOND CO.,CASTLETON CORNERS,05/05/2017,1045,Flash Flood, , ,0,0,0,0,NY,EST-5, ,115229,C,85,OKX,0,0,Trained Spotter,Heavy Rain, , ,1.17,S,0.63,SW,CASTLETON CORNERS,05/05/2017,1321,40.6031,-74.132,40.6113,-74.1454,"Numerous streets were flooded and impassable to vehicles in the Willowbrook section of Staten Island.","A warm front approaching the area combined with a strong low level jet ushering in precipitable water values in excess of 1.5 inches, resulted in flash flooding across parts of New York City and western Nassau County. Much of the area received one and a half to three inches of rain during the event, including Central Park (3.00 inches) and LaGuardia Airport (2.25 inches). The majority of the rain fell during a three hour period, with hourly rainfall rates of around an inch per hour.",89
691842,NEW YORK CO.,NEW YORK,05/05/2017,1240,Flash Flood, , ,0,0,0,0,NY,EST-5, ,115229,C,61,OKX,0,0,Broadcast Media,Heavy Rain, , ,1.73,N,1.45,NNW,NEW YORK,05/05/2017,1321,40.7547,-74.006,40.755,-74.007,"West Side Highway was closed between 20th and 30th Streets in Chelsea due to flooding.","A warm front approaching the area combined with a strong low level jet ushering in precipitable water values in excess of 1.5 inches, resulted in flash flooding across parts of New York City and western Nassau County. Much of the area received one and a half to three inches of rain during the event, including Central Park (3.00 inches) and LaGuardia Airport (2.25 inches). The majority of the rain fell during a three hour period, with hourly rainfall rates of around an inch per hour.",90
691843,NEW YORK CO.,NEW YORK,05/05/2017,1251,Flash Flood, , ,0,0,0,0,NY,EST-5, ,115229,C,61,OKX,0,0,Emergency Manager,Heavy Rain, , ,1.41,NNW,1.46,NNW,NEW YORK,05/05/2017,1321,40.7496,-74.0077,40.7505,-74.0075,"A vehicle was stuck in a flooded roadway on West 24th Street and West Side Highway in Chelsea.","A warm front approaching the area combined with a strong low level jet ushering in precipitable water values in excess of 1.5 inches, resulted in flash flooding across parts of New York City and western Nassau County. Much of the area received one and a half to three inches of rain during the event, including Central Park (3.00 inches) and LaGuardia Airport (2.25 inches). The majority of the rain fell during a three hour period, with hourly rainfall rates of around an inch per hour.",91
709698,NEW YORK CO.,NEW YORK,06/19/2017,1553,Thunderstorm Wind,52.00, ,0,0,0,0,NY,EST-5,EG,118079,C,61,OKX,0,0,Emergency Manager, , , ,1.6,N,1.6,N,NEW YORK,06/19/2017,1553,40.753,-73.9959,40.753,-73.9959,"A large tree branch was reported down, blocking two  west bound lanes at 360 West 34th Street.","An approaching upper level shortwave and assocaited surface cold front triggered multiple severe thunderstorms across sections of New York City and the Lower Hudson Valley.",92
709702,NEW YORK CO.,CENTRAL PARK,06/19/2017,1554,Thunderstorm Wind,52.00, ,0,0,7500,0,NY,EST-5,EG,118079,C,61,OKX,0,0,Emergency Manager, , , ,1.45,W,1.45,W,CENTRAL PARK,06/19/2017,1554,40.7819,-73.9775,40.7819,-73.9775,"A tree fell on a car along West 78th Street between Amsterdam and Columbus Avenues.","An approaching upper level shortwave and assocaited surface cold front triggered multiple severe thunderstorms across sections of New York City and the Lower Hudson Valley.",93
709700,BRONX CO.,MOTT HAVEN JCT,06/19/2017,1556,Thunderstorm Wind,52.00, ,0,0,1500,0,NY,EST-5,EG,118079,C,5,OKX,0,0,Emergency Manager, , , ,1.16,NNW,1.16,NNW,MOTT HAVEN JCT,06/19/2017,1556,40.8363,-73.9252,40.8363,-73.9252,"A tree split in half and blocked West 167th Street near Woodycrest Avenue.","An approaching upper level shortwave and assocaited surface cold front triggered multiple severe thunderstorms across sections of New York City and the Lower Hudson Valley.",94
706862,KINGS CO.,BROOKLYN,06/19/2017,1636,Flash Flood, , ,0,0,0,0,NY,EST-5, ,117524,C,47,OKX,0,0,Social Media,Heavy Rain, , ,3.29,WNW,3.89,NW,BROOKLYN,06/19/2017,1706,40.6685,-73.9879,40.6785,-73.9806,"Flash flooding was reported in the Gowanus section of Brooklyn.","A cold front crossing the area during the afternoon and evening produced numerous showers and thunderstorms, some of which resulted in flash flooding across parts of the Lower Hudson Valley and New York City. These storms developed in an environment with precipitable water values of around 2 inches. Rainfall totals ranged from 1-3 inches across the area, with 2.45 reported by a trained spotter in Middletown, NY.",95
709785,KINGS CO.,HOMECREST,06/19/2017,1637,Thunderstorm Wind,52.00, ,0,0,10000,0,NY,EST-5,EG,118079,C,47,OKX,0,0,River/Stream Gage, , , ,2.4,NNE,2.4,NNE,HOMECREST,06/19/2017,1637,40.6121,-73.9324,40.6121,-73.9324,"A tree fell into a home in Marine Park.","An approaching upper level shortwave and assocaited surface cold front triggered multiple severe thunderstorms across sections of New York City and the Lower Hudson Valley.",96
709786,QUEENS CO.,WOODHAVEN,06/19/2017,1645,Thunderstorm Wind,52.00, ,0,0,1250,0,NY,EST-5,EG,118079,C,81,OKX,0,0,Broadcast Media, , , ,1.28,N,1.28,N,WOODHAVEN,06/19/2017,1645,40.7182,-73.8455,40.7182,-73.8455,"A tree fell on a road in Forest Hills.","An approaching upper level shortwave and assocaited surface cold front triggered multiple severe thunderstorms across sections of New York City and the Lower Hudson Valley.",97
717715,SOUTHERN QUEENS (ZONE), ,07/20/2017,1200,Heat, , ,0,0,0,0,NY,EST-5, ,119630,Z,178,OKX,0,0,ASOS, , , , , , , , ,07/20/2017,1500, , , , ,"The heat index at JFK International Airport reached as high as 103 degrees around 1 pm.","A Bermuda high pressure system ushered in hot and humid weather across the east coast.",98
717714,NORTHERN QUEENS (ZONE), ,07/20/2017,1500,Heat, , ,0,0,0,0,NY,EST-5, ,119630,Z,176,OKX,0,0,ASOS, , , , , , , , ,07/20/2017,1800, , , , ,"The heat index at LaGuardia Airport reached as high as 102 degrees around 5 pm.","A Bermuda high pressure system ushered in hot and humid weather across the east coast.",99
717842,BRONX CO.,WILLIAMS BRIDGE,08/02/2017,1637,Flash Flood, , ,0,0,0,0,NY,EST-5, ,119679,C,5,OKX,0,0,Law Enforcement,Heavy Rain, , ,0.6,ESE,0.62,ESE,WILLIAMS BRIDGE,08/02/2017,1707,40.8757,-73.87,40.8757,-73.8706,"Bronx Boulevard was closed at Magenta Street in the Bronx due to flooding.","An approaching upper level disturbance combined with increasing instability resulted in the development of afternoon showers and thunderstorms. With weak steering flow and precipitable water values of 1.5 or greater, these storms produced isolated flash flooding across parts of New York City and the Lower Hudson Valley.",100
717856,QUEENS CO.,RICHMOND HILL,08/04/2017,750,Flash Flood, , ,0,0,0,0,NY,EST-5, ,119682,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,0.37,NNE,0.59,NNE,RICHMOND HILL,08/04/2017,820,40.7044,-73.8162,40.7043,-73.818,"A portion of the service road for the Van Wyck Expressway was closed due to flooding in Kew Gardens, Queens. In addition, two lanes were blocked due to flooding on the Van Wyck Expressway northbound approaching the Grand Central Parkway. Only one lane remained passable.","A weak upper level disturbance interacting with a moist environment and weak steering flow sparked the development of isolated morning thunderstorms over New York City,  which led to flash flooding.",101
721252,NORTHERN QUEENS (ZONE), ,08/22/2017,1500,Heat, , ,0,0,0,0,NY,EST-5, ,120409,Z,176,OKX,0,0,ASOS, , , , , , , , ,08/22/2017,1700, , , , ,"At 4 pm, the ASOS at Laguardia Airport measured a temperature of 90 degrees and a dew point of 76. The resultant heat index was 101 degrees.","Bermuda high pressure ushered in hot and humid air across the region.",102
723795,RICHMOND CO.,PORT RICHMOND,10/29/2017,1800,Flood, , ,0,0,0,0,NY,EST-5, ,120890,C,85,OKX,0,0,Social Media,Heavy Rain, , ,0.18,ENE,0.2,ENE,PORT RICHMOND,10/29/2017,2020,40.6307,-74.1467,40.6308,-74.1473,"Morningstar Road was closed due to flooding at Walker Street in Mariners Harbor, Staten Island.","A wave of low pressure formed along a slow moving cold front before rapidly deepening off the Mid Atlantic coast during the evening. With a tropical airmass being entrained into the system, rainfall totals across southeastern New York ranged from 2-6. A CWOP station in Jackson Heights, Queens, reported 5.57 of rain, with the ASOS at Central Park recording 3.25. Elsewhere, rainfall totals were as high as 5.12 in Peekskill (CWOP station) and 5.03 in Massapequa (CWOP station).",103
723797,BRONX CO.,PELHAM MANOR,10/29/2017,1950,Flood, , ,0,0,0,0,NY,EST-5, ,120890,C,5,OKX,0,0,Public,Heavy Rain, , ,1.23,WNW,1.39,WNW,PELHAM MANOR,10/29/2017,2020,40.8859,-73.8222,40.8857,-73.8229,"Boston Road and Hutchinson Avenue were closed due to flooding in Eastchester, Bronx.","A wave of low pressure formed along a slow moving cold front before rapidly deepening off the Mid Atlantic coast during the evening. With a tropical airmass being entrained into the system, rainfall totals across southeastern New York ranged from 2-6. A CWOP station in Jackson Heights, Queens, reported 5.57 of rain, with the ASOS at Central Park recording 3.25. Elsewhere, rainfall totals were as high as 5.12 in Peekskill (CWOP station) and 5.03 in Massapequa (CWOP station).",104
726808,SOUTHERN QUEENS (ZONE), ,11/10/2017,700,Strong Wind,34.00, ,0,0,50000,0,NY,EST-5,EG,121419,Z,178,OKX,0,0,Broadcast Media, , , , , , , , ,11/10/2017,800, , , , ,"At 730 am in Jamaica, scaffolding collapsed on Fern Place between Rex Road and Polhemas Avenue. This closed the road.","Gusty northwest winds occurred behind a strong cold front.",105
726888,NEW YORK (MANHATTAN) (ZONE), ,11/19/2017,1000,Strong Wind,34.00, ,0,5,50000,0,NY,EST-5,EG,121421,Z,72,OKX,0,0,Broadcast Media, , , , , , , , ,11/19/2017,1300, , , , ,"At 1140 am, the broadcast media reported a collapsed scaffolding at the corner of Prince Street and Broadway. There were 5 injuries as a result.","Strong gusty northwest winds occurred behind a strong cold front.",106
726910,SOUTHERN QUEENS (ZONE), ,11/19/2017,1100,Strong Wind,44.00, ,0,0,1000,0,NY,EST-5,MG,121421,Z,178,OKX,0,0,ASOS, , , , , , , , ,11/19/2017,1400, , , , ,"The ASOS at JFK International Airport measured a 51 mph wind gust at 1206 pm.","Strong gusty northwest winds occurred behind a strong cold front.",107
729756,NORTHERN QUEENS (ZONE), ,12/09/2017,900,Winter Weather, , ,0,0,0,0,NY,EST-5, ,121915,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,12/09/2017,2245, , , , ,"The Observer at La Guardia Airport measured 4.5 inches of snow.","Low pressure along a slow moving cold front off the eastern seaboard brought locally heavy snow to portions of southeast New York. A strong upper jet stream enhanced the snow across the Tri-State as the low pressure passed well offshore.",108
729757,RICHMOND (STATEN IS.) (ZONE), ,12/09/2017,900,Winter Weather, , ,0,0,0,0,NY,EST-5, ,121915,Z,74,OKX,0,0,Trained Spotter, , , , , , , , ,12/09/2017,2300, , , , ,"A trained spotter measured 6.1 inches of snow in Port Richmond.","Low pressure along a slow moving cold front off the eastern seaboard brought locally heavy snow to portions of southeast New York. A strong upper jet stream enhanced the snow across the Tri-State as the low pressure passed well offshore.",109
727645,NORTHERN QUEENS (ZONE), ,12/25/2017,700,Strong Wind,48.00, ,0,0,50000,0,NY,EST-5,MG,121569,Z,176,OKX,0,0,ASOS, , , , , , , , ,12/25/2017,1100, , , , ,"The ASOS at LaGuardia Airport measured a wind gust to 55 mph at 958 am. In nearby Floral Park, a wind gust up to 53 mph was reported at 730 am.","Strong winds developed behind deepening low pressure and a cold front.",110
727648,KINGS (BROOKLYN) (ZONE), ,12/25/2017,800,Strong Wind,48.00, ,0,0,50000,0,NY,EST-5,EG,121569,Z,75,OKX,0,0,Newspaper, , , , , , , , ,12/25/2017,1200, , , , ,"At 9 am, a car was damaged by flying scaffolding on Brooklyn Avenue near Dean Street in Crown Heights due to the strong winds. At 11 am, a tree fell onto a car at East 17th Street and Avenue P in Midwood. Local newspaper reported both events.","Strong winds developed behind deepening low pressure and a cold front.",111
727654,SOUTHERN QUEENS (ZONE), ,12/25/2017,1000,High Wind,35.00, ,0,0,10000,0,NY,EST-5,MS,121571,Z,178,OKX,0,0,ASOS, , , , , , , , ,12/25/2017,1100, , , , ,"The ASOS at JFK International Airport measured a 40 mph sustained wind at 10 am. A gust up to 49 mph was measured at the same time.","High sustained winds developed behind deepening low pressure and a cold front.",112
736949,KINGS (BROOKLYN) (ZONE), ,01/04/2018,300,Winter Storm, , ,0,0,0,0,NY,EST-5, ,122899,Z,75,OKX,0,0,CoCoRaHS, , , , , , , , ,01/04/2018,1700, , , , ,"CoCoRaHS observers, amateur radio, trained spotters, and the public reported 7 to 12 inches of snow. Wind observations at nearby Kennedy International Airport frequently gusted 40 to 50 MPH during the peak of the storm.","The development of the blizzard/winter storm began along the southeast coast on Wednesday January 3, 2018. An amplifying upper level trough spawned the development of low pressure off the coast of Florida. The low pressure rapidly intensified on Wednesday night through Thursday January 4, 2018 as it moved north-northeast along the coast. The low passed just east of the 40��N 70��W benchmark Thursday afternoon. The central pressure when the storm developed was around 1004 millibars at 1 pm Wednesday. 24 hours later, the central pressure fell to around 950 mb, approximately a 54 millibar drop. The rapid intensification of the storm led to heavy snow, strong winds, and blizzard conditions over Long Island, and in Queens in New York City and the Lower Hudson Valley. Near-blizzard conditions occurred across Manhattan, the Bronx, and Brooklyn. Thundersnow was also observed across eastern Long Island. ||Thousands of flights were cancelled on January 4, 2018 and nearly 900 were cancelled the day after the blizzard. System-wide delays and cancellations occurred on the Long Island Railroad and Metro North Railroad. There were also numerous accidents on across southeast New York.  Thousands of homes and businesses also lost power.",113
736952,SOUTHERN QUEENS (ZONE), ,01/04/2018,300,Winter Storm, , ,0,0,0,0,NY,EST-5, ,122899,Z,178,OKX,0,0,CoCoRaHS, , , , , , , , ,01/04/2018,1700, , , , ,"CoCoRaHS observers, trained spotters, and the public reported 8 to 14 inches of snow. The FAA Contract Observer at Kennedy International Airport reported 8 inches of snow. The Kennedy International Airport ASOS measured a 52 MPH wind gust at 6:37 PM. Winds frequently gusted 40 to 50 MPH during the peak of the storm.","The development of the blizzard/winter storm began along the southeast coast on Wednesday January 3, 2018. An amplifying upper level trough spawned the development of low pressure off the coast of Florida. The low pressure rapidly intensified on Wednesday night through Thursday January 4, 2018 as it moved north-northeast along the coast. The low passed just east of the 40��N 70��W benchmark Thursday afternoon. The central pressure when the storm developed was around 1004 millibars at 1 pm Wednesday. 24 hours later, the central pressure fell to around 950 mb, approximately a 54 millibar drop. The rapid intensification of the storm led to heavy snow, strong winds, and blizzard conditions over Long Island, and in Queens in New York City and the Lower Hudson Valley. Near-blizzard conditions occurred across Manhattan, the Bronx, and Brooklyn. Thundersnow was also observed across eastern Long Island. ||Thousands of flights were cancelled on January 4, 2018 and nearly 900 were cancelled the day after the blizzard. System-wide delays and cancellations occurred on the Long Island Railroad and Metro North Railroad. There were also numerous accidents on across southeast New York.  Thousands of homes and businesses also lost power.",114
736936,BRONX (ZONE), ,01/04/2018,500,Winter Storm, , ,0,0,0,0,NY,EST-5, ,122899,Z,73,OKX,0,0,Public, , , , , , , , ,01/04/2018,1830, , , , ,"The public reported 11.2 inches of snow in Bedford Park and 10.7 inches in Morris Park.  The nearby La Guardia International Airport ASOS measured a 52 MPH wind gust at 6:04 PM and frequently gusted 40 to 50 MPH through the peak of the winter storm.","The development of the blizzard/winter storm began along the southeast coast on Wednesday January 3, 2018. An amplifying upper level trough spawned the development of low pressure off the coast of Florida. The low pressure rapidly intensified on Wednesday night through Thursday January 4, 2018 as it moved north-northeast along the coast. The low passed just east of the 40��N 70��W benchmark Thursday afternoon. The central pressure when the storm developed was around 1004 millibars at 1 pm Wednesday. 24 hours later, the central pressure fell to around 950 mb, approximately a 54 millibar drop. The rapid intensification of the storm led to heavy snow, strong winds, and blizzard conditions over Long Island, and in Queens in New York City and the Lower Hudson Valley. Near-blizzard conditions occurred across Manhattan, the Bronx, and Brooklyn. Thundersnow was also observed across eastern Long Island. ||Thousands of flights were cancelled on January 4, 2018 and nearly 900 were cancelled the day after the blizzard. System-wide delays and cancellations occurred on the Long Island Railroad and Metro North Railroad. There were also numerous accidents on across southeast New York.  Thousands of homes and businesses also lost power.",115
